transcription,GENE,LOF,DMIS,MIS,SYN
NM_003813,ADAM21,2.4064711897673104e-06,2.424006435443375e-06,1.795560322550648e-05,7.112135136533296e-06
NM_021723,ADAM22,4.8066160752886975e-06,3.592806009648226e-06,2.6613377849246118e-05,1.1324003632355578e-05
NM_003812,ADAM23,4.0309842012917e-06,2.883591711256225e-06,2.135993860189796e-05,8.596071120194827e-06
NM_014265,ADAM28,3.461818822926654e-06,2.615976079595221e-06,1.9377600589594226e-05,7.709034690644294e-06
NM_014269,ADAM29,2.697206827602567e-06,2.8199003958315735e-06,2.0888151080233875e-05,7.504123968558003e-06
NM_021794,ADAM30,2.836066971358285e-06,2.9136257622479668e-06,2.1582413053688642e-05,8.224320001128368e-06
NM_145004,ADAM32,2.5882074014472305e-06,2.267951528904497e-06,1.6799640954848126e-05,6.5523939401598095e-06
NM_025220,ADAM33,3.4255186883186907e-06,3.3039522986407944e-06,2.447372073067255e-05,1.2080919765409492e-05
NM_003817,ADAM7,3.425064890973883e-06,2.562322372032226e-06,1.898016571875723e-05,7.814478488541829e-06
NM_001109,ADAM8,3.059352476659765e-06,3.1939915916057716e-06,2.3659196974857566e-05,1.0939563662720931e-05
NM_003816,ADAM9,3.933262735799809e-06,2.929097097631153e-06,2.1697015538008538e-05,8.603992041441789e-06
NM_001145271,ADAMDEC1,1.8582745829343739e-06,1.390380821109945e-06,1.0299117193407e-05,4.3863168482585525e-06
NM_006988,ADAMTS1,3.7184729780767154e-06,4.439497016825775e-06,3.288516308759833e-05,1.706868249915664e-05
NM_030957,ADAMTS10,4.759330379221911e-06,5.7535218732261655e-06,4.261868054241604e-05,2.0206914319922592e-05
NM_030955,ADAMTS12,6.450682816494372e-06,6.203456889791968e-06,4.5951532516977536e-05,1.9346392744922895e-05
NM_139025,ADAMTS13,5.752955693469376e-06,6.744251675375509e-06,4.995741981759636e-05,2.1963421692275455e-05
NM_139155,ADAMTS14,5.64566718807883e-06,5.750872888484764e-06,4.259905843322047e-05,1.8272585386997733e-05
NM_139055,ADAMTS15,3.7597325864905964e-06,5.542858201093833e-06,4.105820889699135e-05,2.0169726070331126e-05
NM_139056,ADAMTS16,5.471820265107911e-06,5.3806379262309185e-06,3.985657723134013e-05,1.7575188836859646e-05
NM_139057,ADAMTS17,5.158674818532466e-06,4.618849042827467e-06,3.421369661353679e-05,1.7595434672974616e-05
NM_199355,ADAMTS18,6.589719619600775e-06,4.740604980969922e-06,3.511559245162905e-05,1.5191476984475235e-05
NM_133638,ADAMTS19,5.585618973759438e-06,3.904215384890908e-06,2.8920113962154872e-05,1.0841765261531712e-05
NM_014244,ADAMTS2,4.712780436920858e-06,6.255092962226818e-06,4.633402194242087e-05,2.3125972240639467e-05
NM_025003,ADAMTS20,7.618192222480836e-06,6.574061589739153e-06,4.869675251658631e-05,1.875858173799284e-05
NM_014243,ADAMTS3,5.4561770919355915e-06,4.628430731249728e-06,3.428467208333132e-05,1.2682357755555893e-05
NM_005099,ADAMTS4,3.1897183437080114e-06,3.834720970928735e-06,2.8405340525398034e-05,1.1727353057793794e-05
NM_007038,ADAMTS5,3.453888150485973e-06,4.665882184696701e-06,3.4562090257012597e-05,1.6523422202861208e-05
NM_197941,ADAMTS6,5.309839306328249e-06,4.109923786530435e-06,3.0443879900225438e-05,1.0816829893379323e-05
NM_014272,ADAMTS7,6.805356896253111e-06,8.478787843979794e-06,6.28058358813318e-05,3.0102322206633794e-05
NM_007037,ADAMTS8,3.1660787157402594e-06,3.5166874251305262e-06,2.604953648244834e-05,1.305870165793517e-05
NM_182920,ADAMTS9,9.733912232125352e-06,8.238227264702952e-06,6.10239056644663e-05,2.602555501826247e-05
NM_001040272,ADAMTSL1,7.02218442746633e-06,8.034035908416317e-06,5.9511377099380124e-05,2.7258377389285338e-05
NM_001145320,ADAMTSL2,3.3633838872115053e-06,3.63692017043595e-06,2.6940149410636664e-05,1.4441090844161222e-05
NM_207517,ADAMTSL3,7.732618183975651e-06,6.713264653650897e-06,4.972788632333997e-05,1.91513767546747e-05
NM_019032,ADAMTSL4,4.911704890376111e-06,5.32517357801626e-06,3.9445730207527845e-05,1.5293257464187784e-05
NM_213604,ADAMTSL5,2.048606881401542e-06,2.2270694910381836e-06,1.6496811044727285e-05,7.926838316658647e-06
NM_006869,ADAP1,1.8606035336182434e-06,1.5650700062512343e-06,1.159311115741655e-05,5.633781508509382e-06
NM_018404,ADAP2,2.0097222810781534e-06,1.4549020924873336e-06,1.0777052536943212e-05,4.167734067976721e-06
NM_001193495,ADAR,3.722689081876749e-06,3.855083316364753e-06,2.8556172713812987e-05,1.1500057186992351e-05
NM_015833,ADARB1,2.390124696343574e-06,3.3684784129011576e-06,2.495169194741598e-05,1.1700380894230476e-05
NM_018702,ADARB2,2.607154525472832e-06,4.067558132651265e-06,3.013006024186122e-05,1.654245645057732e-05
NM_012091,ADAT1,2.2898314599657145e-06,1.7866264882959966e-06,1.3234270283674049e-05,5.833107765394224e-06
NM_182503,ADAT2,9.839628494766183e-07,8.339380090985521e-07,6.1773185859152e-06,2.850361871860892e-06
NM_138422,ADAT3,9.825409522459254e-07,1.4061568553711034e-06,1.0415976706452618e-05,5.952508167809473e-06
NM_052998,ADC,1.9623681389237245e-06,1.8682447413386352e-06,1.3838849935841742e-05,6.862778784114733e-06
NM_020421,ADCK1,2.2542907707215174e-06,2.4770442704699805e-06,1.834847607755541e-05,8.361804317558855e-06
NM_052853,ADCK2,2.4775692649680317e-06,2.9527982071352753e-06,2.187257931211315e-05,1.070286382911384e-05
NM_020247,ADCK3,2.5587139750096724e-06,3.034825807089507e-06,2.2480191163625977e-05,1.0869260563262285e-05
NM_024876,ADCK4,2.5314823128329278e-06,2.72793343318955e-06,2.0206914319922592e-05,8.357954450897033e-06
NM_174922,ADCK5,2.037446295178796e-06,2.3907478203158345e-06,1.7709243113450625e-05,8.47617666635493e-06
NM_021116,ADCY1,4.484194430491624e-06,5.3300805035114174e-06,3.948207780378827e-05,1.9824397628726412e-05
NM_018417,ADCY10,7.198091229110722e-06,5.553077933058145e-06,4.1133910615245515e-05,1.631548543915209e-05
NM_020546,ADCY2,4.564006507219723e-06,5.008800896335779e-06,3.710222886174651e-05,1.756305251873132e-05
NM_004036,ADCY3,4.675058627671668e-06,5.8147864332566595e-06,4.3072492098197474e-05,2.0342297432117272e-05
NM_001198568,ADCY4,4.6247438313258335e-06,4.804340375458712e-06,3.558770648487934e-05,1.6680151850852923e-05
NM_183357,ADCY5,4.823332688695281e-06,6.224919914825773e-06,4.6110517887598316e-05,2.3691905952776394e-05
NM_015270,ADCY6,4.434195429454244e-06,6.11552531833525e-06,4.530018754322407e-05,1.8428924889705554e-05
NM_001114,ADCY7,4.208334739399959e-06,5.165754569033976e-06,3.826484865951093e-05,1.9120533246045346e-05
NM_001115,ADCY8,4.980919677826373e-06,5.136103519830551e-06,3.804521125800408e-05,1.7190954861928834e-05
NM_001116,ADCY9,4.699397787532042e-06,6.869636675407043e-06,5.088619759560772e-05,2.752326806519184e-05
NM_001099733,ADCYAP1,6.786456099423757e-07,1.0247873798896912e-06,7.591017628812526e-06,4.566673896495315e-06
NM_001199635,ADCYAP1R1,2.4966839924615327e-06,1.873845449865768e-06,1.3880336665672355e-05,6.045051428653456e-06
NM_176801,ADD1,2.9082567827616163e-06,2.819251164518443e-06,2.0883341959395875e-05,9.758880500302886e-06
NM_017488,ADD2,3.420032394004596e-06,3.019491201779336e-06,2.236660149466175e-05,1.0894316796591338e-05
NM_016824,ADD3,3.201184601665888e-06,2.431273231496592e-06,1.8009431344419198e-05,6.8722666158424945e-06
NM_000667,ADH1A,1.3259714470724831e-06,1.3453453081819373e-06,9.965520801347683e-06,4.036453929676049e-06
NM_000668,ADH1B,1.3171683318679293e-06,1.4559074504466727e-06,1.0784499632938316e-05,4.8361526430204345e-06
NM_000669,ADH1C,9.686521114256853e-07,1.44521935267504e-06,1.0705328538333628e-05,4.469922568418679e-06
NM_000670,ADH4,1.4235028268415072e-06,1.2668750071699753e-06,9.384259312370186e-06,3.7818125611095075e-06
NM_000671,ADH5,1.1598259595767152e-06,1.3262755654236657e-06,9.824263447582708e-06,3.934594676340796e-06
NM_001102470,ADH6,1.3742565507431563e-06,1.2247114227953705e-06,9.071936465150893e-06,3.536714475857597e-06
NM_000673,ADH7,1.4446691547301717e-06,1.3984075771866199e-06,1.0358574645826813e-05,3.993006342231626e-06
NM_144650,ADHFE1,1.908887270019843e-06,1.687849690793924e-06,1.2502590302177214e-05,5.716102396416144e-06
NM_018269,ADI1,7.258872775670104e-07,7.470226474412451e-07,5.533501092157371e-06,2.633904352747313e-06
NM_001018082,ADIG,2.9579483361876e-07,2.763336468065118e-07,2.0469159022704578e-06,9.680549277120614e-07
NM_001177800,ADIPOQ,8.425217151917312e-07,9.654588512900309e-07,7.15154704659282e-06,3.2628717214308526e-06
NM_015999,ADIPOR1,1.438630909293279e-06,1.5683167053790672e-06,1.1617160780585683e-05,4.391369690244064e-06
NM_024551,ADIPOR2,1.6929917433802703e-06,1.4208026828409726e-06,1.0524464317340537e-05,3.729065399621527e-06
NM_001123,ADK,1.4890253257587532e-06,1.0852599305571193e-06,8.038962448571254e-06,3.1600939904479483e-06
NM_001124,ADM,8.537258021407384e-07,1.2529500808772274e-06,9.281111710201685e-06,4.225713024244239e-06
NM_024866,ADM2,6.47221863369339e-07,5.189598608754307e-07,3.8441471175957825e-06,1.481494351558831e-06
NM_015339,ADNP,4.068039725815586e-06,3.773408022888988e-06,2.7951170539918427e-05,1.1251229929657658e-05
NM_014913,ADNP2,3.5506763961129164e-06,4.1623037328366275e-06,3.0831879502493536e-05,1.4527804937031439e-05
NM_032804,ADO,8.204835389694186e-07,1.316236010918472e-06,9.749896377173867e-06,5.742486726287829e-06
NM_000674,ADORA1,9.785242022757467e-07,1.6513296107174092e-06,1.2232071190499326e-05,6.248848563929625e-06
NM_000675,ADORA2A,1.4291737905110366e-06,2.062214178621399e-06,1.5275660582380732e-05,7.390945502523297e-06
NM_000676,ADORA2B,1.1571688187421384e-06,1.4697171721505405e-06,1.0886793867781781e-05,5.716102396416144e-06
NM_000677,ADORA3,1.0201727553332447e-06,1.1514199991452652e-06,8.529037030705668e-06,3.6341261606422264e-06
NM_031284,ADPGK,1.8316487531303957e-06,1.4392418156731526e-06,1.0661050486467796e-05,4.874162454431541e-06
NM_001125,ADPRH,1.3028858264444194e-06,1.3141161979524844e-06,9.73419405890729e-06,4.379252635419259e-06
NM_199162,ADPRHL1,1.262712366155545e-06,1.3198779346060183e-06,9.776873589674208e-06,4.720630412635909e-06
NM_017825,ADPRHL2,1.170961576187469e-06,1.1899638510037486e-06,8.814547044472212e-06,3.921028509194606e-06
NM_033303,ADRA1A,1.481078871772723e-06,2.2025905342855323e-06,1.631548543915209e-05,8.572352082084054e-06
NM_000679,ADRA1B,1.3204628489863997e-06,1.809396594114719e-06,1.3402937734183103e-05,6.694220293097292e-06
NM_000678,ADRA1D,1.5815489454453475e-06,2.7443137936222894e-06,2.0328250323128066e-05,1.0886793867781781e-05
NM_000681,ADRA2A,1.3116757946173296e-06,2.7519070985677183e-06,2.0384497026427543e-05,1.1481536214968817e-05
NM_000682,ADRA2B,1.5607484429966367e-06,2.517872696919359e-06,1.8650908866069325e-05,8.596071120194827e-06
NM_000683,ADRA2C,1.5188312367901437e-06,2.0913839390427598e-06,1.549173288179822e-05,8.070491789118664e-06
NM_000684,ADRB1,1.3208109303771033e-06,2.4747638787056547e-06,1.8331584286708552e-05,9.536741259755849e-06
NM_000024,ADRB2,1.2496521165416266e-06,1.8872688356857537e-06,1.3979769153227804e-05,6.375290810349068e-06
NM_000025,ADRB3,1.0074861652442894e-06,1.1059456085858716e-06,8.192189693228678e-06,5.140436515824264e-06
NM_001619,ADRBK1,3.435393822143513e-06,3.5845427851280932e-06,2.6552168778726613e-05,1.239367204820682e-05
NM_005160,ADRBK2,3.389132220803269e-06,2.6244225969925765e-06,1.9440167385130194e-05,7.987300061113138e-06
NM_007002,ADRM1,1.602791887086818e-06,2.1356681381115606e-06,1.5819763986011558e-05,9.421064995881912e-06
NM_000026,ADSL,2.4724070821686624e-06,2.267951528904497e-06,1.6799640954848126e-05,5.830422138432857e-06
NM_001126,ADSS,2.09086803771749e-06,1.6932994546081284e-06,1.2542958923023173e-05,5.735879248421346e-06
NM_199165,ADSSL1,2.2356706724174233e-06,1.9621570651897244e-06,1.4534496779183144e-05,7.741052270741218e-06
NM_001143948,ADTRP,1.0525216765758356e-06,8.533629207071117e-07,6.321206820052679e-06,2.8615411789812e-06
NM_001129,AEBP1,5.260507394703792e-06,5.878056666353351e-06,4.35411604915063e-05,2.0469159022704578e-05
NM_153207,AEBP2,1.6650918985971303e-06,1.123915779111477e-06,8.325302067492422e-06,2.8164367335775464e-06
NM_022767,AEN,1.2305118015043808e-06,1.5762814637013183e-06,1.1676158990380135e-05,4.70760483256583e-06
NM_198969,AES,1.0168790360894074e-06,8.032186216246228e-07,5.949767567589798e-06,3.760105236684956e-06
NM_001134647,AFAP1,3.29624002118337e-06,3.434264720725228e-06,2.5438997931297984e-05,1.3228177080099352e-05
NM_152406,AFAP1L1,3.7354195836413016e-06,3.4804369324224656e-06,2.5781014314240483e-05,1.159311115741655e-05
NM_001001936,AFAP1L2,3.3570469836043246e-06,3.3715823253580935e-06,2.4974683891541432e-05,1.2232071190499326e-05
NM_005935,AFF1,4.934251625225165e-06,4.677715113690536e-06,3.464974158289286e-05,1.5097324853873098e-05
NM_002025,AFF2,5.064658249978278e-06,4.742788613003384e-06,3.5131767503728763e-05,1.4066951820610385e-05
NM_002285,AFF3,5.1427558849898315e-06,5.444196205177527e-06,4.0327379297611306e-05,2.1537733556621747e-05
NM_014423,AFF4,5.036478025604672e-06,4.21632198065144e-06,3.1232014671492145e-05,1.1865881311724224e-05
NM_006796,AFG3L2,3.935984089280531e-06,2.9163105469459044e-06,2.160230034774744e-05,9.109614522659142e-06
NM_001133,AFM,2.4911296637733e-06,1.949996215494044e-06,1.4444416411066994e-05,5.806307069668661e-06
NM_001145526,AFMID,1.6151317664416345e-06,1.2818398489229678e-06,9.495109992021984e-06,4.891026321245936e-06
NM_001134,AFP,2.770755977234501e-06,1.908682837777664e-06,1.4138391390945657e-05,5.807644175213124e-06
NM_203437,AFTPH,3.269205820031082e-06,2.9122842969061383e-06,2.15724762733788e-05,8.558546212208245e-06
NM_000027,AGA,1.467447740319224e-06,1.3659467479050437e-06,1.0118124058555878e-05,4.121924189830973e-06
NM_001037131,AGAP1,4.33257755182939e-06,4.693899302340473e-06,3.476962446178128e-05,1.8105061317218108e-05
NM_133447,AGAP11,1.9075277521950774e-06,2.452639783255389e-06,1.8167702098188064e-05,8.356030182312474e-06
NM_001122772,AGAP2,5.034302929897361e-06,4.483671317889471e-06,3.32123801325146e-05,1.554533194060786e-05
NM_031946,AGAP3,3.913287446143288e-06,4.948046456386616e-06,3.665219597323419e-05,1.7526693824662015e-05
NM_133446,AGAP4,2.571444113010045e-06,2.856496975075276e-06,2.1159236852409452e-05,9.264031007363994e-06
NM_001077685,AGAP7,2.5130263177719706e-06,2.9122842969061383e-06,2.15724762733788e-05,9.497296573624224e-06
NM_001077686,AGAP8,2.590738263963994e-06,2.799843576012672e-06,2.0739582044538308e-05,9.185440747246858e-06
NM_152336,AGBL1,3.916108844744719e-06,3.8091999371725855e-06,2.8216295830908038e-05,1.1854957462545465e-05
NM_024783,AGBL2,4.1373602843228135e-06,2.8545244582309956e-06,2.1144625616525893e-05,7.983622620329356e-06
NM_032785,AGBL4,1.4460317286808649e-06,9.070553066980082e-07,6.718928197763023e-06,2.437249556303923e-06
NM_021831,AGBL5,4.215494907410779e-06,4.169017983399092e-06,3.0881614691845125e-05,1.094208288036683e-05
NM_001206929,AGER,2.1352564452058883e-06,1.7423434557817267e-06,1.2906247820605383e-05,4.94083100910656e-06
NM_001135187,AGFG1,2.350650885378116e-06,1.9894533889995307e-06,1.4736691770366892e-05,6.570523909635533e-06
NM_006076,AGFG2,1.6701565553395587e-06,1.6940794274061506e-06,1.2548736499304819e-05,6.295061828571981e-06
NM_018046,AGGF1,3.3577169925404145e-06,2.6929839713380677e-06,1.9948029417319017e-05,8.022320342878626e-06
NM_018238,AGK,2.4024730021916437e-06,1.4172085654456863e-06,1.0497841225523602e-05,4.62487500822402e-06
NM_000028,AGL,7.4966295275632155e-06,5.093704755338248e-06,3.773114633583887e-05,1.3341356829031068e-05
NM_024758,AGMAT,1.2264176250873667e-06,1.5842866713632398e-06,1.1735456824912886e-05,5.396348637300687e-06
NM_001004320,AGMO,2.1216515726071533e-06,1.464312495882803e-06,1.0846759228761502e-05,4.04948691518634e-06
NM_006411,AGPAT1,1.4102702191882212e-06,1.4058331130633861e-06,1.0413578615284341e-05,4.3721997995745535e-06
NM_006412,AGPAT2,1.218296934690309e-06,1.7576555445865896e-06,1.3019670700641403e-05,6.916716892895647e-06
NM_020132,AGPAT3,1.7487441575034582e-06,1.949996215494044e-06,1.4444416411066994e-05,7.323184906861619e-06
NM_020133,AGPAT4,1.917528461163558e-06,1.7657685139620587e-06,1.3079766770089323e-05,6.279137596800943e-06
NM_018361,AGPAT5,1.7066663503872535e-06,1.6004192574436378e-06,1.1854957462545465e-05,5.401321147646348e-06
NM_178819,AGPAT6,2.0912951295503794e-06,1.6948597594776363e-06,1.255451673687138e-05,5.335805618460332e-06
NM_032717,AGPAT9,2.262203506278859e-06,1.586111699168366e-06,1.1748975549395302e-05,4.7896083249778826e-06
NM_001013619,AGPHD1,1.4752285487632109e-06,1.2587334356798542e-06,9.323951375406327e-06,3.7679054822610286e-06
NM_003659,AGPS,3.0247598520172184e-06,1.874708586314911e-06,1.388673026899934e-05,5.178452536000238e-06
NM_006408,AGR2,8.521035361794241e-07,5.395525737045313e-07,3.996685731144676e-06,1.664178856616583e-06
NM_176813,AGR3,7.722788382454785e-07,4.895913864305982e-07,3.6266028624488755e-06,1.3486523081667824e-06
NM_198576,AGRN,7.884950064696727e-06,9.746165199651657e-06,7.219381629371598e-05,3.8071501038017704e-05
NM_001138,AGRP,5.54341829418567e-07,6.622679962374291e-07,4.905688861017993e-06,1.8616584246137858e-06
NM_000029,AGT,1.5784317985220306e-06,1.937910735027436e-06,1.435489433353656e-05,6.850148714710071e-06
NM_015239,AGTPBP1,5.439749721077063e-06,4.026556231801337e-06,2.982634245778768e-05,1.1295357994976887e-05
NM_031850,AGTR1,1.2368826569323615e-06,1.2625069236659883e-06,9.35190313826658e-06,3.4205819525674944e-06
NM_000686,AGTR2,1.2840303504034698e-06,1.2712582035839512e-06,9.416727433955194e-06,3.5883929932948633e-06
NM_001040197,AGTRAP,7.365003665150813e-07,7.278363951342101e-07,5.391380704697852e-06,2.278767411432953e-06
NM_000030,AGXT,1.4654122328159922e-06,1.5421753903990088e-06,1.1423521410363027e-05,6.081350012787176e-06
NM_031900,AGXT2,2.434348885308297e-06,1.8673845809148016e-06,1.3832478377146678e-05,5.32966608010277e-06
NM_031279,AGXT2L1,2.109310126801865e-06,1.768209699239578e-06,1.3097849623996873e-05,5.642869413451037e-06
NM_153373,AGXT2L2,1.7431816244511193e-06,1.948649670962435e-06,1.4434442007129148e-05,6.955045892395349e-06
NM_015446,AHCTF1,9.926249564781004e-06,7.542820426419278e-06,5.5872743899402056e-05,2.1988722577531e-05
NM_001161766,AHCY,1.565086640994044e-06,2.075552716938778e-06,1.5374464569916874e-05,7.271098031596613e-06
NM_001242673,AHCYL1,2.747971992538204e-06,1.9972561563101404e-06,1.4794490046741778e-05,5.718735365066645e-06
NM_015328,AHCYL2,2.8779426917340726e-06,1.9703064021065374e-06,1.4594862237826202e-05,5.655877570891545e-06
NM_001029882,AHDC1,5.186349419774518e-06,8.590803165552744e-06,6.36355790040944e-05,3.0359876459875076e-05
NM_001134831,AHI1,4.495325313986951e-06,3.938526468901575e-06,2.917427014001166e-05,1.0162486928706949e-05
NM_001620,AHNAK,1.4868850942782283e-05,1.9803126809784864e-05,0.0001466898282206286,6.28347656984477e-05
NM_138420,AHNAK2,1.6006298886624206e-05,2.396259063225884e-05,0.00017750067135006547,9.609482495282777e-05
NM_001621,AHR,3.919214275479776e-06,2.9500798315319237e-06,2.1852443196532767e-05,8.513340425432294e-06
NM_020731,AHRR,2.6572731286634033e-06,3.455681981308647e-06,2.5597644305989975e-05,1.2846948998311915e-05
NM_012111,AHSA1,1.4360561892819748e-06,1.0735784084700849e-06,7.952432655333961e-06,3.2292375955486872e-06
NM_152392,AHSA2,5.672557867700711e-07,3.933088950469726e-07,2.9133992225701674e-06,1.1942630620397735e-06
NM_001622,AHSG,1.3385682050915377e-06,1.528036641434811e-06,1.1318789936554156e-05,5.771650171902319e-06
